rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subj_code,success,question_order,task,correct_response,congruency,name,correct,slider_start,feedback_type,feedback,prev_feedback,prev_loss,prev_correct,prev_congruency,block_feedback_type,all_accuracy
574,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,321,2.1.0,409907,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
594,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,326,2.1.0,412001,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
482,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,331,2.1.0,413898,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
713,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,336,2.1.0,416077,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
793,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,341,2.1.0,418286,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
509,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,346,2.1.0,420270,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
null,<span style='font-size: 35px;'>jobb</span>,null,html-keyboard-response,351,2.1.0,422792,Mchoho,,,probe,g,incongruent,horizontal_incon_1,0,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
607,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,356,2.1.0,424825,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
605,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,361,2.1.0,426763,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
460,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,366,2.1.0,428554,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
767,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,371,2.1.0,430721,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
577,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,376,2.1.0,432751,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
470,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,381,2.1.0,434587,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
450,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,386,2.1.0,436359,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
428,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,391,2.1.0,438128,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
412,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,396,2.1.0,439949,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
568,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,401,2.1.0,441824,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
797,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,406,2.1.0,444115,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
670,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,411,2.1.0,446244,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
500,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,416,2.1.0,448230,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
670,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,421,2.1.0,450237,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
476,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,426,2.1.0,452069,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
666,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,431,2.1.0,454189,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
678,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,436,2.1.0,456236,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
515,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,441,2.1.0,458145,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
799,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,446,2.1.0,460459,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
804,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,451,2.1.0,462670,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
647,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,456,2.1.0,464711,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
766,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,461,2.1.0,466941,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
587,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,466,2.1.0,468892,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
664,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,471,2.1.0,470936,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
865,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,476,2.1.0,473117,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
649,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,481,2.1.0,475145,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
724,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,486,2.1.0,477240,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
729,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,491,2.1.0,479297,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
508,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,496,2.1.0,481132,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
604,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,501,2.1.0,483081,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
597,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,506,2.1.0,485069,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
571,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,511,2.1.0,487101,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
645,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,516,2.1.0,489083,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
560,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,521,2.1.0,491083,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
448,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,526,2.1.0,493015,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
619,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,531,2.1.0,495133,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
436,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,536,2.1.0,496950,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
756,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,541,2.1.0,499044,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
496,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,546,2.1.0,500931,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
674,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,551,2.1.0,503102,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
768,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,556,2.1.0,505195,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
438,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,561,2.1.0,507046,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
599,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,566,2.1.0,508974,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
549,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,571,2.1.0,510974,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
478,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,576,2.1.0,512871,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
817,<span style='font-size: 35px;'>jobb</span>,n,html-keyboard-response,581,2.1.0,515157,Mchoho,,,probe,g,incongruent,horizontal_incon_1,0,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
813,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,586,2.1.0,517454,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
594,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,591,2.1.0,519363,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
761,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,596,2.1.0,521482,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
807,<span style='font-size: 35px;'>jobb</span>,j,html-keyboard-response,601,2.1.0,523600,Mchoho,,,probe,g,incongruent,horizontal_incon_1,0,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
559,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,606,2.1.0,525499,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,0,incongruent,random_punishment_random,0.9258333333333333
719,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,611,2.1.0,527539,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
683,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,616,2.1.0,529579,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
654,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,621,2.1.0,531561,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
551,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,626,2.1.0,533459,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
475,<span style='font-size: 35px;'>bal</span>,g,html-keyboard-response,631,2.1.0,535379,Mchoho,,,probe,f,congruent,horizontal_con_1,0,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
990,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,636,2.1.0,537801,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,monetary_loss,1,0,congruent,random_punishment_random,0.9258333333333333
755,<span style='font-size: 35px;'>bal</span>,g,html-keyboard-response,641,2.1.0,539948,Mchoho,,,probe,f,incongruent,horizontal_incon_2,0,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
446,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,646,2.1.0,541798,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
557,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,651,2.1.0,543741,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
547,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,656,2.1.0,545587,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
608,<span style='font-size: 35px;'>jobb</span>,f,html-keyboard-response,661,2.1.0,547513,Mchoho,,,probe,g,congruent,horizontal_con_2,0,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
670,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,666,2.1.0,549566,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,0,congruent,random_punishment_random,0.9258333333333333
848,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,671,2.1.0,551908,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
592,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,676,2.1.0,553980,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
475,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,681,2.1.0,555814,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
424,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,686,2.1.0,557616,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
539,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,691,2.1.0,559503,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
410,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,696,2.1.0,561240,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
564,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,701,2.1.0,563215,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
755,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,706,2.1.0,565398,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
719,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,711,2.1.0,567554,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
693,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,716,2.1.0,569553,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
467,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,727,2.1.0,700944,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
450,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,732,2.1.0,702804,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
449,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,737,2.1.0,704597,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
595,<span style='font-size: 35px;'>fel</span>,n,html-keyboard-response,742,2.1.0,706506,Mchoho,,,probe,j,incongruent,vertical_incon_2,0,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
432,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,747,2.1.0,708278,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
489,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,752,2.1.0,710072,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
753,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,757,2.1.0,712222,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
524,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,762,2.1.0,714141,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
574,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,767,2.1.0,716105,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
406,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,772,2.1.0,718000,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
405,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,777,2.1.0,719743,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
485,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,782,2.1.0,721689,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
529,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,787,2.1.0,723559,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
482,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,792,2.1.0,725462,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
415,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,797,2.1.0,727273,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
544,<span style='font-size: 35px;'>le</span>,j,html-keyboard-response,802,2.1.0,729160,Mchoho,,,probe,n,congruent,vertical_con_1,0,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
838,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,807,2.1.0,731461,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,0,congruent,random_punishment_random,0.9258333333333333
509,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,812,2.1.0,733419,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
412,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,817,2.1.0,735227,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
535,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,822,2.1.0,737113,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
552,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,827,2.1.0,739111,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
639,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,832,2.1.0,741056,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
709,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,837,2.1.0,743258,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
409,<span style='font-size: 35px;'>le</span>,j,html-keyboard-response,842,2.1.0,745069,Mchoho,,,probe,n,incongruent,vertical_incon_1,0,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
463,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,847,2.1.0,746905,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
null,<span style='font-size: 35px;'>fel</span>,null,html-keyboard-response,852,2.1.0,749215,Mchoho,,,probe,j,incongruent,vertical_incon_2,0,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
647,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,857,2.1.0,751192,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,0,incongruent,random_punishment_random,0.9258333333333333
502,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,862,2.1.0,753139,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
623,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,867,2.1.0,755159,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
643,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,872,2.1.0,757300,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
488,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,877,2.1.0,759290,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
550,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,882,2.1.0,761307,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
442,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,887,2.1.0,763217,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
650,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,892,2.1.0,765260,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
688,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,897,2.1.0,767414,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
575,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,902,2.1.0,769362,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
663,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,907,2.1.0,771376,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
658,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,912,2.1.0,773446,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
594,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,917,2.1.0,775430,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
556,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,922,2.1.0,777446,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
682,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,927,2.1.0,779637,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
435,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,932,2.1.0,781535,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,neutral,0,1,incongruent,random_punishment_random,0.9258333333333333
419,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,937,2.1.0,783311,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
390,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,942,2.1.0,785043,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
588,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,947,2.1.0,787042,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,NA,neutral,0,1,congruent,random_punishment_random,0.9258333333333333
388,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,952,2.1.0,788841,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
754,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,957,2.1.0,791032,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,NA,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333333
678,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,962,2.1.0,793177,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,NA,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333333
